Date,Temp,Feels,Wind,Gust,Rain,Humidity,Cloud,Pressure,Vis,Weather,Month,Weather_Label,Target_Next_Day_Label
2011-05-27,0.37606550106095155,0.7578159873877514,-1.0778791712552038,-1.0214508387928523,-0.14978141082470653,0.31648347244189395,0.9538345047685347,-1.24621495445041,,Partly cloudy,5,13,1.0
2011-05-28,0.3042155882566236,0.4961926021202475,0.3227793636267549,0.5004657649882371,1.0197451255800365,0.4969579964351863,1.3697672314190583,-1.3064143838196232,,Cloudy,5,1,7.0
2011-05-29,-0.7735331038082963,-0.7072749701102702,-0.6724253848420052,-0.6087276920047602,-0.1658023222823057,1.2790142670727864,1.3103482704689835,-0.3432235139122121,,Light rain shower,5,7,13.0
2011-05-30,0.7353150650825915,1.281062757922759,-0.19325272817186143,-0.19600454521666816,-0.005593207706313504,0.2683569327103493,1.0000492521741484,-0.5238218020198517,,Partly cloudy,5,13,13.0
2011-05-31,0.3042155882566236,0.4961926021202475,-0.37754990381422443,-0.2991853319136912,0.026448615208884963,0.25632529777746316,0.808588155779463,-0.6442206607582781,,Partly cloudy,5,13,13.0
2011-06-01,0.016815937039311588,0.33921857095974517,-0.6724253848420052,-0.5829324953305044,0.2026786412424763,0.6172743457640478,1.0462639995797622,-1.0054172369735572,,Partly cloudy,6,13,13.0
2011-06-02,0.23236567545229558,0.7578159873877514,-0.6724253848420052,-0.7634988720502947,-0.47019963997669084,0.4969579964351863,0.00313112956733788,-0.4034229432814253,,Partly cloudy,6,13,13.0
2011-06-03,0.37606550106095155,0.8624653414947528,0.21220105824133714,0.16512820822291235,-0.021614119163912666,0.5450845361667309,0.009733236339568413,-0.3432235139122121,,Partly cloudy,6,13,17.0
2011-06-04,0.44791541386527955,1.2287380808692583,-0.04581498765797105,-0.09282375851964515,0.23472046415767478,0.6052427108311617,0.016335343111798947,-0.8248189488659177,,Sunny,6,17,13.0
2011-06-05,0.44791541386527955,1.4380367890832613,-0.7092848199704778,-0.7119084787017832,-0.5022414628918893,0.44883145670364166,-0.5250374122111048,-0.5238218020198517,,Partly cloudy,6,13,13.0
2011-06-06,0.16051576264796757,0.7054913103342506,-1.1147386063836764,-0.8924748554215735,1.1479124172408304,0.5691478060325033,0.19459222596202336,-0.22282465517378575,,Partly cloudy,6,13,13.0
2011-06-07,0.3042155882566236,1.1240887267622568,-0.8567225604843682,-0.634522888679016,3.3107354640167252,0.5089896313680724,0.5643102052069332,-0.4636223726506385,,Partly cloudy,6,13,9.0
2011-06-08,0.23236567545229558,1.2287380808692583,-0.5249876443281148,-0.3249805285879469,3.8394255421174988,0.8097805046902263,-0.01667519074935372,-0.7646195194967045,,Moderate or heavy rain shower,6,9,13.0
2011-06-09,0.37606550106095155,1.281062757922759,-0.3406904686857518,-0.2217997418909239,0.6032014276824568,0.8458754094888848,-0.5184353054388743,-1.3064143838196232,,Partly cloudy,6,13,13.0
2011-06-10,-0.27058371417800037,0.12991986274574213,0.6545142797830084,0.8615985184278177,0.4590132245640639,0.9541601238848602,0.2077964395064844,-1.3666138131888363,,Partly cloudy,6,13,13.0
2011-06-11,0.016815937039311588,0.12991986274574213,0.7282331500399535,0.7326225350565388,0.18665772978487716,0.3285151073747801,-0.168523646510656,-1.3064143838196232,,Partly cloudy,6,13,13.0
2011-06-12,-0.6298332781996404,-0.4979762618962671,0.6545142797830084,0.5262609616624929,-0.1658023222823057,0.7736855998915678,0.29362382754548133,-0.6442206607582781,,Partly cloudy,6,13,13.0
2011-06-13,-0.0550339757650164,-0.3410022307357648,0.28591992849828235,0.3456945849427026,-0.37407417123109554,0.05178750391839852,0.3398385749510951,-0.6442206607582781,,Partly cloudy,6,13,1.0
2011-06-14,-1.0609327550256082,-1.3351710947522795,0.7650925851684262,0.8358033217535619,-0.5663251087222861,0.7014957902942509,1.3103482704689835,-0.22282465517378575,,Cloudy,6,1,1.0
2011-06-15,-0.3424336269823284,-0.4979762618962671,0.9493897608107891,1.0679600918218637,-0.5663251087222861,0.1961671231130324,1.0792745334409148,-0.4636223726506385,,Cloudy,6,1,13.0
2011-06-16,-0.3424336269823284,-0.4979762618962671,1.5022812877378782,1.4806832386099558,-0.27794870248550024,0.5571161710996171,1.5480241142692828,-0.8850183782351309,,Partly cloudy,6,13,13.0
2011-06-17,-0.7016831910039684,-0.6026256160032686,0.8388114554253713,1.0679600918218637,0.31482502144567087,1.086508108146608,1.1981124553410645,-1.1258160957119836,,Partly cloudy,6,13,9.0
2011-06-18,-0.5579833653953123,-0.44565158484276635,0.875670890553844,1.1969360751931424,1.2280169745288263,1.0383815684150632,1.3367566975579057,-1.4870126719272627,,Moderate or heavy rain shower,6,9,1.0
2011-06-19,-1.2046325806342644,-1.0735477094847756,1.4285624174809328,1.661249615329746,-0.29396961394309945,1.3030775369385588,1.9771610544642673,-1.7278103894041155,,Cloudy,6,1,1.0
2011-06-20,-1.2764824934385923,-1.38749577180578,1.1705463715816247,1.532273631958467,-0.47019963997669084,1.315109171871445,1.8055062783862734,-1.0656166663427704,,Cloudy,6,1,7.0
2011-06-21,-0.5579833653953123,-0.3410022307357648,1.5391407228663507,1.764430402026769,0.3789086672760678,0.8940019492204294,1.0792745334409148,-1.24621495445041,,Light rain shower,6,7,9.0
2011-06-22,-0.3424336269823284,-0.18402819957526248,1.4285624174809328,1.7128400086782574,1.6445606724264061,0.8699386793546571,0.2672154004565592,-2.2696052537270344,,Moderate or heavy rain shower,6,9,13.0
2011-06-23,-0.4861334525909844,-0.23635287662876325,1.9077350741510766,2.2287439421633723,-0.5663251087222861,1.0383815684150632,0.3860533223567088,-2.8715995474191662,,Partly cloudy,6,13,13.0
2011-06-24,-0.1987338013736724,-0.07937884546826095,2.23946999030733,2.460900712231674,-0.5663251087222861,0.6894641553613647,-0.1553194329661949,-2.811400118049953,,Partly cloudy,6,13,0.0
2011-06-25,0.08866584984363958,0.18224453979924288,1.9445945092795494,1.9449967787465592,-0.5663251087222861,0.25632529777746316,-0.7429069356947123,-2.0288075362501816,,Clear,6,0,0.0
2011-06-26,0.016815937039311588,0.4438679250667467,0.35963879875522753,0.2941041915941911,-0.2459068795703018,0.5330529012338447,-0.7363048289224818,-0.945217807604344,,Clear,6,0,13.0
2011-06-27,-0.1987338013736724,0.2868938939062444,-0.04581498765797105,-0.015438168496877893,0.2026786412424763,0.7616539649586818,1.0396618928075316,-0.4034229432814253,,Partly cloudy,6,13,13.0
2011-06-28,0.16051576264796757,0.7054913103342506,-0.19325272817186143,-0.3507757252622027,-0.35805325977349634,0.629305980696934,-0.0034709772048926533,-0.945217807604344,,Partly cloudy,6,13,13.0
2011-06-29,-0.1268838885693444,0.18224453979924288,0.21220105824133714,0.3456945849427026,0.042469526666484125,0.7616539649586818,0.3200322546344035,-0.7044200901274913,,Partly cloudy,6,13,9.0
2011-06-30,-0.6298332781996404,-0.23635287662876325,-0.4512687740711696,-0.09282375851964515,1.1479124172408304,1.026349933482177,1.0990808537576064,-0.3432235139122121,,Moderate or heavy rain shower,6,9,13.0
2011-07-01,-0.5579833653953123,-0.18402819957526248,-0.8935819956128408,-0.5571372986562487,0.8114732766312467,1.0383815684150632,0.6831481271070828,0.017973062303067017,,Partly cloudy,7,13,13.0
2011-07-02,-0.4861334525909844,-0.027054168414760184,-0.8935819956128408,-0.6603180853532716,0.74738963080085,0.8940019492204294,0.06255009051741268,-0.4034229432814253,,Partly cloudy,7,13,17.0
2011-07-03,-0.1268838885693444,0.2868938939062444,0.02790388259897415,0.13933301154865663,-0.30999052540069866,0.6654008854955925,-0.7495090424669429,-0.4034229432814253,,Sunny,7,17,13.0
2011-07-04,-0.4861334525909844,-0.23635287662876325,-0.8198631253558956,-0.634522888679016,0.0745113495816826,0.7014957902942509,1.0990808537576064,-0.16262522580457256,,Partly cloudy,7,13,13.0
2011-07-05,-0.1268838885693444,0.07759518569224134,-0.6355659497135326,-0.5055469053077372,-0.47019963997669084,0.7014957902942509,0.8614050099573072,-0.3432235139122121,,Partly cloudy,7,13,13.0
2011-07-06,-0.4142835397866564,-0.027054168414760184,-0.783003690227423,-0.6603180853532716,1.0838287714104335,0.8458754094888848,0.9934471454019179,-0.8248189488659177,,Partly cloudy,7,13,9.0
2011-07-07,-0.1987338013736724,0.12991986274574213,0.5070765392691179,0.7584177317307946,0.5230968703944606,1.026349933482177,-0.010073083977123186,-0.8850183782351309,,Moderate or heavy rain shower,7,9,8.0
2011-07-08,-0.9890828422212803,-0.4979762618962671,0.5070765392691179,0.9647793051248407,0.39492957873366696,1.724184759589574,1.5216156871803606,-0.7044200901274913,,Mist,7,8,0.0
2011-07-09,-0.3424336269823284,-0.1317035225217617,1.133686936453152,1.3001168618901655,-0.5503041972646869,0.8218121396231125,0.19459222596202336,-1.24621495445041,,Clear,7,0,13.0
2011-07-10,-0.6298332781996404,-0.39332690778926555,1.0968275013246795,1.2743216652159097,-0.2459068795703018,0.9541601238848602,0.11536694469525695,-1.6676109600349023,,Partly cloudy,7,13,13.0
2011-07-11,-0.5579833653953123,-0.07937884546826095,-0.08267442278644364,0.06194742152588936,-0.14978141082470647,1.0744764732137217,0.5841165255236248,-2.0288075362501816,,Partly cloudy,7,13,13.0
2011-07-12,-0.4861334525909844,-0.07937884546826095,0.21220105824133714,0.3198993882684469,-0.21386505665510333,1.1466662828110388,0.43887017653455307,-1.6676109600349023,,Partly cloudy,7,13,13.0
2011-07-13,-0.4142835397866564,0.07759518569224134,-0.11953385791491625,-0.09282375851964515,-0.35805325977349634,1.1105713780123803,1.4423904059135941,-1.4870126719272627,,Partly cloudy,7,13,1.0
2011-07-14,-0.7016831910039684,-0.3410022307357648,0.13848218798439194,0.3714897816169584,0.42697140164886543,1.315109171871445,1.2839398433800613,-1.1860155250811968,,Cloudy,7,1,8.0
2011-07-15,-0.8453830166126244,-0.39332690778926555,0.28591992849828235,0.44887537163972563,-0.02161411916391274,1.315109171871445,0.8812113302739988,-0.8850183782351309,,Mist,7,8,13.0
2011-07-16,-0.27058371417800037,0.025270508638740585,0.24906049336980973,0.3456945849427026,-0.35805325977349634,0.7375906950929094,-0.6966921882890986,-0.7646195194967045,,Partly cloudy,7,13,0.0
2011-07-17,-0.5579833653953123,-0.288677553682264,0.7650925851684262,1.0163696984733521,0.18665772978487716,0.9060335841533156,-0.4986289851221827,-0.945217807604344,,Clear,7,0,13.0
2011-07-18,-0.5579833653953123,-0.07937884546826095,0.5807954095260631,0.7842129284050504,-0.406115994146294,0.785717234824454,-0.6372732273390238,-0.7646195194967045,,Partly cloudy,7,13,13.0
2011-07-19,-0.1987338013736724,0.07759518569224134,0.6176548446545357,0.7584177317307946,-0.37407417123109554,0.9060335841533156,-0.3203721022719583,-1.0656166663427704,,Partly cloudy,7,13,13.0
2011-07-20,0.016815937039311588,0.33921857095974517,0.5070765392691179,0.7326225350565388,0.3789086672760678,0.6533692505627063,-0.6240690137945628,-0.8850183782351309,,Partly cloudy,7,13,13.0
2011-07-21,-0.1987338013736724,-0.027054168414760184,0.3227793636267549,0.2941041915941911,-0.5182623743494885,0.5089896313680724,-0.4524142377165689,-0.7044200901274913,,Partly cloudy,7,13,1.0
2011-07-22,-0.7016831910039684,-0.4979762618962671,-0.15639329304338884,-0.015438168496877893,-0.26192779102790104,0.9180652190862018,1.4489925126858247,-0.8850183782351309,,Cloudy,7,1,13.0
2011-07-23,-0.4142835397866564,-0.07937884546826095,-0.26697159842880663,-0.19600454521666816,-0.5663251087222861,0.6654008854955925,0.20119433273425388,-1.547212101296476,,Partly cloudy,7,13,13.0
2011-07-24,-0.4861334525909844,-0.23635287662876325,-0.19325272817186143,-0.2217997418909239,-0.37407417123109554,1.026349933482177,0.6369333797014691,-1.24621495445041,,Partly cloudy,7,13,13.0
2011-07-25,-0.9172329294169523,-0.6549502930567694,0.02790388259897415,0.3198993882684469,0.5711596047672584,1.1947928225425832,1.14529560116322,-0.8248189488659177,,Partly cloudy,7,13,13.0
2011-07-26,-0.7016831910039684,-0.44565158484276635,0.17534162311286455,0.3456945849427026,1.2921006203592231,1.098539743079494,0.6633418067903912,-0.7044200901274913,,Partly cloudy,7,13,1.0
2011-07-27,-0.9172329294169523,-0.6549502930567694,0.5439359743975906,0.6810321417080274,0.23472046415767478,1.3391724417372173,1.132091387618759,-1.24621495445041,,Cloudy,7,1,13.0
2011-07-28,-0.7735331038082963,-0.4979762618962671,0.6176548446545357,0.9647793051248407,0.9396405682920402,1.2068244574754694,1.0132534657186094,-1.8482092481425418,,Partly cloudy,7,13,13.0
2011-07-29,-0.9890828422212803,-1.0735477094847756,1.5760001579948233,1.9449967787465592,0.47503413602166306,1.2669826321399003,1.3565630178745973,-1.908408677511755,,Partly cloudy,7,13,1.0
2011-07-30,-1.4201823190472482,-1.38749577180578,1.5022812877378782,1.7902255987010247,-0.3420323483158971,1.4474571561331926,1.3367566975579057,-1.7278103894041155,,Cloudy,7,1,13.0
2011-07-31,-0.9172329294169523,-0.8119243242172717,0.3227793636267549,0.47467056831398136,-0.4221369056038932,0.9060335841533156,1.0264576792630706,-1.3064143838196232,,Partly cloudy,7,13,13.0
2011-08-01,-0.3424336269823284,0.07759518569224134,-0.5249876443281148,-0.5829324953305044,-0.45417872851909163,0.8218121396231125,0.055947983745182145,-1.1258160957119836,,Partly cloudy,8,13,1.0
2011-08-02,-0.1987338013736724,0.23456921685274365,-0.4881282091996422,-0.5313421019819929,-0.47019963997669084,0.9902550286835187,0.808588155779463,-0.5238218020198517,,Cloudy,8,1,13.0
2011-08-03,-0.1987338013736724,0.4961926021202475,-0.11953385791491625,0.16512820822291235,0.8274941880888458,0.9421284889519741,-0.17512575328288651,-0.22282465517378575,,Partly cloudy,8,13,9.0
2011-08-04,0.16051576264796757,0.9147900185482536,-0.08267442278644364,0.03615222485163361,0.4590132245640639,0.6654008854955925,-0.8749490711393231,-0.8248189488659177,,Moderate or heavy rain shower,8,9,13.0
2011-08-05,0.16051576264796757,0.4961926021202475,0.8388114554253713,0.8873937151020734,-0.3260114368582979,0.6774325204284786,-0.2939636751830361,-1.7278103894041155,,Partly cloudy,8,13,13.0
2011-08-06,-0.7735331038082963,-0.4979762618962671,0.6913737149114809,0.8100081250793062,1.3081215318168224,1.3872989814687617,1.231122989202217,-1.9686081068809682,,Partly cloudy,8,13,7.0
2011-08-07,-0.9890828422212803,-0.7072749701102702,-0.19325272817186143,-0.0670285618453894,0.026448615208884963,1.5076153307976234,1.6734641429416628,-1.1258160957119836,,Light rain shower,8,7,13.0
2011-08-08,-0.1987338013736724,0.12991986274574213,0.02790388259897415,0.11353781487440086,-0.5663251087222861,0.9541601238848602,0.22760275982317602,-0.5238218020198517,,Partly cloudy,8,13,13.0
2011-08-09,-0.1987338013736724,0.025270508638740585,0.5807954095260631,0.5778513550110044,-0.037635030621511974,0.8097805046902263,0.02293744988402948,-0.5238218020198517,,Partly cloudy,8,13,1.0
2011-08-10,-0.8453830166126244,-0.7072749701102702,0.9125303256823165,0.9389841084505849,0.5230968703944607,1.158697917743925,0.9802429318574568,-0.7044200901274913,,Cloudy,8,1,13.0
2011-08-11,-0.7016831910039684,-0.7595996471637709,0.6913737149114809,0.7326225350565388,-0.05365594207911113,0.6654008854955925,0.735964981284927,-0.5840212313890649,,Partly cloudy,8,13,0.0
2011-08-12,-0.4861334525909844,-0.1317035225217617,-0.26697159842880663,-0.04123336517113364,1.4523097349352156,0.7736855998915678,-0.34017842258864983,-1.0054172369735572,,Clear,8,0,0.0
2011-08-13,-0.1987338013736724,0.2868938939062444,-1.151598041512149,-1.1246316254898752,-0.5182623743494885,0.4849263615023001,-0.6570795476557154,-1.24621495445041,,Clear,8,0,13.0
2011-08-14,-0.4142835397866564,0.025270508638740585,-0.8567225604843682,-0.9182700520958292,-0.5022414628918893,0.6533692505627063,-0.26755524809411396,-0.4636223726506385,,Partly cloudy,8,13,13.0
2011-08-15,-1.0609327550256082,-0.8642490012707724,-0.8198631253558956,-0.8150892653988062,-0.5503041972646869,0.9541601238848602,0.8548029031850767,0.3791696385183462,,Partly cloudy,8,13,13.0
2011-08-16,-0.4861334525909844,-0.07937884546826095,-0.5618470794565874,-0.5829324953305044,-0.30999052540069866,0.5571161710996171,-0.5910584799334101,-0.10242579643535936,,Partly cloudy,8,13,13.0
2011-08-17,-0.1987338013736724,0.025270508638740585,-0.15639329304338884,-0.19600454521666816,-0.5503041972646869,0.5691478060325033,-0.24114682100519186,-0.5238218020198517,,Partly cloudy,8,13,17.0
2011-08-18,-0.1268838885693444,0.07759518569224134,-0.30383103355727925,-0.2733901352394354,0.49105504747926226,0.3044518375090078,-0.6834879747446376,-0.5238218020198517,,Sunny,8,17,13.0
2011-08-19,0.08866584984363958,0.4961926021202475,-0.8567225604843682,-0.8924748554215735,-0.5663251087222861,0.4969579964351863,0.5973207390680859,-0.28302408454299893,,Partly cloudy,8,13,13.0
2011-08-20,0.016815937039311588,0.39154324801324597,-0.7092848199704778,-0.5571372986562487,-0.14978141082470647,0.3646100121734386,0.16818379887310123,0.07817249167228021,,Partly cloudy,8,13,1.0
2011-08-21,0.016815937039311588,0.6531666332807498,-0.783003690227423,-0.737703675376039,0.987703302664838,0.7375906950929094,0.623729166157008,-0.28302408454299893,,Cloudy,8,1,8.0
2011-08-22,-0.27058371417800037,0.23456921685274365,0.10162275285591935,0.06194742152588936,0.41095049019126617,0.9782233937506325,0.326634361406634,-0.28302408454299893,,Mist,8,8,13.0
2011-08-23,-0.1987338013736724,0.4438679250667467,-0.8935819956128408,-0.9182700520958292,0.8435150995464452,0.9421284889519741,0.14837747855640962,-0.945217807604344,,Partly cloudy,8,13,13.0
2011-08-24,0.08866584984363958,1.019439372655255,-1.2990357820260394,-1.2536076088611539,0.05849043812408336,0.7616539649586818,-0.26755524809411396,-1.1860155250811968,,Partly cloudy,8,13,13.0
2011-08-25,0.16051576264796757,0.9147900185482536,-0.8198631253558956,-0.5313421019819929,0.7634105422584492,0.9180652190862018,0.009733236339568413,-1.607411530665689,,Partly cloudy,8,13,13.0
2011-08-26,-0.27058371417800037,0.33921857095974517,-0.8935819956128408,-0.634522888679016,2.9742963234071413,1.1105713780123803,1.488605153319208,-1.7880098187733287,,Partly cloudy,8,13,7.0
2011-08-27,-0.9890828422212803,-0.6026256160032686,-0.5249876443281148,-0.5313421019819929,0.53911778185206,1.627931680126485,1.8517210257918872,-1.7278103894041155,,Light rain shower,8,7,7.0
2011-08-28,-1.2046325806342644,-1.1258723865382763,1.0231086310677342,1.042164895147608,0.13859499541207954,1.6640265849251434,2.406297994659252,-1.1258160957119836,,Light rain shower,8,7,1.0
2011-08-29,-0.9172329294169523,-0.6549502930567694,0.6545142797830084,0.8873937151020734,1.6766024953416045,1.5196469657305096,1.2971440569245225,-0.5840212313890649,,Cloudy,8,1,13.0
2011-08-30,-0.6298332781996404,-0.23635287662876325,0.21220105824133714,0.24251379824567962,-0.11773958790950807,1.0744764732137217,0.20119433273425388,-0.16262522580457256,,Partly cloudy,8,13,13.0
2011-08-31,-0.5579833653953123,-0.39332690778926555,1.133686936453152,1.4548880419357,0.3628877558184685,1.0504132033479494,0.10876483792302641,-0.7044200901274913,,Partly cloudy,8,13,16.0
2011-09-01,-0.4142835397866564,-0.23635287662876325,0.875670890553844,1.1453456818446308,0.01042770375128573,0.7255590601600233,-0.5712521596167185,-0.8248189488659177,,Patchy rain possible,9,16,13.0
2011-09-02,-0.7016831910039684,-0.44565158484276635,0.21220105824133714,0.3456945849427026,-0.05365594207911113,0.8458754094888848,-0.4061994903109552,-0.7646195194967045,,Partly cloudy,9,13,13.0
2011-09-03,-0.4142835397866564,-0.23635287662876325,0.3227793636267549,0.3714897816169584,-0.3260114368582979,0.8097805046902263,0.08895851760633482,-0.8248189488659177,,Partly cloudy,9,13,13.0
2011-09-04,-0.4861334525909844,-0.027054168414760184,0.13848218798439194,0.13933301154865663,-0.29396961394309945,0.9180652190862018,-0.16192153973842546,-0.5238218020198517,,Partly cloudy,9,13,13.0
2011-09-05,-0.6298332781996404,-0.3410022307357648,0.06476331772744674,0.24251379824567962,1.2921006203592236,1.2790142670727864,1.1386934943909897,-0.22282465517378575,,Partly cloudy,9,13,13.0
2011-09-06,-0.7016831910039684,-0.1317035225217617,-0.3406904686857518,-0.3249805285879469,-0.29396961394309945,1.3030775369385588,0.9142218641351515,-0.10242579643535936,,Partly cloudy,9,13,13.0
2011-09-07,-0.5579833653953123,-0.027054168414760184,-0.5618470794565874,-0.40236611861071414,0.6352432505976553,1.1947928225425832,1.1915103485688339,-0.6442206607582781,,Partly cloudy,9,13,13.0
2011-09-08,-0.8453830166126244,-0.7072749701102702,0.6545142797830084,0.7584177317307946,0.25074137561527393,1.242919362274128,0.7953839422350019,-1.0054172369735572,,Partly cloudy,9,13,8.0
2011-09-09,-1.2046325806342644,-0.8119243242172717,0.3227793636267549,0.5262609616624929,0.7794314537160483,1.483552060931851,1.303746163696753,-1.0054172369735572,,Mist,9,8,12.0
2011-09-10,-1.2046325806342644,-1.0735477094847756,0.9862491959392617,1.1453456818446308,-0.5503041972646869,1.411362251334534,2.1884284711756443,-1.607411530665689,,Overcast,9,12,1.0
2011-09-11,-1.4201823190472482,-1.2828464176987786,0.5070765392691179,0.7326225350565388,0.2507413756152741,1.6159000451935988,1.5480241142692828,-1.3666138131888363,,Cloudy,9,1,13.0
2011-09-12,-1.1327826678299364,-0.8119243242172717,-0.3406904686857518,-0.2733901352394354,-0.4862205514342901,1.3632357116029894,1.316950377241214,-0.22282465517378575,,Partly cloudy,9,13,0.0
2011-09-13,-0.4861334525909844,0.23456921685274365,-1.0778791712552038,-0.9698604454443407,-0.3420323483158971,0.7255590601600233,-0.366586849677572,-0.16262522580457256,,Clear,9,0,0.0
2011-09-14,-0.1268838885693444,0.2868938939062444,-0.15639329304338884,-0.19600454521666816,-0.34203234831589713,0.7135274252271371,-0.9145617117727063,-0.5238218020198517,,Clear,9,0,13.0
2011-09-15,-0.1268838885693444,0.4961926021202475,-0.26697159842880663,-0.3507757252622027,-0.5663251087222861,0.9782233937506325,-0.5250374122111048,-0.4034229432814253,,Partly cloudy,9,13,13.0
2011-09-16,-0.0550339757650164,0.4438679250667467,-0.3406904686857518,-0.24759493856517967,0.05849043812408336,0.8699386793546571,-0.28075946163857507,-0.8248189488659177,,Partly cloudy,9,13,13.0
2011-09-17,-0.4861334525909844,-0.027054168414760184,0.6913737149114809,0.9389841084505849,0.2026786412424763,1.086508108146608,0.24740908013986762,-1.3064143838196232,,Partly cloudy,9,13,13.0
2011-09-18,-0.3424336269823284,0.18224453979924288,-0.04581498765797105,0.03615222485163361,-0.47019963997669084,1.086508108146608,0.1879901191897928,-0.8850183782351309,,Partly cloudy,9,13,13.0
2011-09-19,-0.5579833653953123,-0.07937884546826095,0.39649823388370015,0.5262609616624929,-0.02161411916391274,1.2308877273412417,0.43887017653455307,-0.5840212313890649,,Partly cloudy,9,13,1.0
2011-09-20,-0.9172329294169523,-0.4979762618962671,0.02790388259897415,0.24251379824567962,0.26676228707287325,1.471520425998965,1.2575314162911393,-0.10242579643535936,,Cloudy,9,1,1.0
2011-09-21,-1.1327826678299364,-0.8642490012707724,0.5807954095260631,0.5004657649882371,-0.14978141082470647,1.471520425998965,1.8583231325641179,-0.16262522580457256,,Cloudy,9,1,7.0
2011-09-22,-1.3483324062429203,-1.3351710947522795,0.7650925851684262,0.7842129284050504,-0.11773958790950807,1.242919362274128,1.614045181991588,-0.28302408454299893,,Light rain shower,9,7,8.0
2011-09-23,-1.3483324062429203,-1.3351710947522795,1.0968275013246795,1.3775024519129326,0.10655317249688107,1.399330616401648,1.5480241142692828,-0.5238218020198517,,Mist,9,8,7.0
2011-09-24,-1.4920322318515762,-1.439820448859281,1.0231086310677342,1.0679600918218637,-0.27794870248550024,1.327140806804331,1.7724957445251208,-0.4636223726506385,,Light rain shower,9,7,13.0
2011-09-25,-0.7735331038082963,-0.6549502930567694,0.3227793636267549,0.3714897816169584,-0.2459068795703018,0.9300968540190879,0.08235641083410428,-0.8248189488659177,,Partly cloudy,9,13,8.0
2011-09-26,-0.5579833653953123,-0.18402819957526248,-0.04581498765797105,0.010357028177377858,-0.02161411916391274,0.785717234824454,-0.3863931699942636,-1.6676109600349023,,Mist,9,8,1.0
2011-09-27,-0.9172329294169523,-0.7072749701102702,0.8388114554253713,1.0679600918218637,0.28278319853047257,1.242919362274128,1.4555946194580551,-1.908408677511755,,Cloudy,9,1,8.0
2011-09-28,-1.4201823190472482,-1.38749577180578,1.0968275013246795,1.3775024519129326,0.33084593290327,1.5437102355962817,2.148815830542261,-1.1860155250811968,,Mist,9,8,13.0
2011-09-29,-0.8453830166126244,-0.8119243242172717,1.4285624174809328,1.764430402026769,-0.05365594207911121,1.1226030129452664,1.303746163696753,-1.1860155250811968,,Partly cloudy,9,13,13.0
2011-09-30,-0.7016831910039684,-0.7072749701102702,1.2442652418385698,1.532273631958467,-0.5663251087222861,0.8819703142875432,0.20119433273425388,-0.7044200901274913,,Partly cloudy,9,13,13.0
2011-10-01,-0.6298332781996404,-0.23635287662876325,-0.08267442278644364,0.16512820822291235,1.0838287714104335,1.1346346478781526,-0.10910468556058119,-0.8850183782351309,,Partly cloudy,10,13,13.0
2011-10-02,-0.7016831910039684,-0.027054168414760184,-0.4512687740711696,-0.3507757252622027,0.4269714016488653,1.2669826321399003,0.1879901191897928,-1.3666138131888363,,Partly cloudy,10,13,7.0
2011-10-03,-0.9172329294169523,-0.5503009389497678,-0.37754990381422443,-0.04123336517113364,5.826018562859803,1.6760582198580296,1.5216156871803606,-1.4268132425580495,,Light rain shower,10,7,8.0
2011-10-04,-1.2046325806342644,-0.8119243242172717,-0.23011216330033404,-0.24759493856517967,0.26676228707287325,1.7723112993211187,2.2016326847201055,-1.0656166663427704,,Mist,10,8,8.0
2011-10-05,-1.1327826678299364,-0.7595996471637709,-0.4881282091996422,-0.3765709219364584,-0.10171867645190884,1.6159000451935988,1.8517210257918872,-0.10242579643535936,,Mist,10,8,8.0
2011-10-06,-0.9890828422212803,-0.44565158484276635,-1.3727546522829845,-1.356788395558177,-0.1658023222823057,1.483552060931851,0.9868450386296873,0.318970209149133,,Mist,10,8,13.0
2011-10-07,-0.6298332781996404,-0.1317035225217617,-1.5570518279253476,-1.4083787889066886,0.4109504901912663,1.2669826321399003,1.0132534657186094,0.1985713504107066,,Partly cloudy,10,13,7.0
2011-10-08,-0.9890828422212803,-0.288677553682264,-1.2990357820260394,-1.3309931988839212,0.05849043812408336,1.4955836958647373,1.0396618928075316,0.07817249167228021,,Light rain shower,10,7,8.0
2011-10-09,-0.9890828422212803,-0.6026256160032686,-1.520192392796875,-1.3825835922324328,1.868853432832795,1.700121489723802,1.587636754902666,-0.10242579643535936,,Mist,10,8,8.0
2011-10-10,-1.2046325806342644,-0.6026256160032686,-1.6307706981822927,-1.6405355589749901,0.3789086672760678,1.6519949499922573,0.9472323979963041,0.2587707797799198,,Mist,10,8,8.0
2011-10-11,-0.9172329294169523,-0.23635287662876325,-1.0410197361267313,-0.8924748554215735,0.2827831985304724,1.4233938862674202,0.43887017653455307,0.1985713504107066,,Mist,10,8,13.0
2011-10-12,-0.7016831910039684,-0.288677553682264,-0.4881282091996422,-0.2733901352394354,-0.05365594207911121,1.242919362274128,1.303746163696753,-0.04222636706614617,,Partly cloudy,10,13,7.0
2011-10-13,-0.9172329294169523,-0.5503009389497678,0.10162275285591935,0.3456945849427026,0.042469526666484195,1.3391724417372173,1.6338515023082796,-0.04222636706614617,,Light rain shower,10,7,8.0
2011-10-14,-0.9890828422212803,-0.4979762618962671,-0.37754990381422443,-0.3249805285879469,-0.037635030621511974,1.4354255212003064,0.9010176505906904,-0.16262522580457256,,Mist,10,8,8.0
